id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
6740,Female,Loyal Customer,27,Business travel,Business,235,4,4,4,4,4,,,,,,,,,,,,satisfied
85178,Female,Loyal Customer,39,Business travel,Business,2523,5,4,5,5,3,,,,,,,,,,,,satisfied
114197,Male,Loyal Customer,33,Business travel,Business,2123,2,2,2,2,4,,,,,,,,,,,,satisfied
80020,Male,Loyal Customer,34,Personal Travel,Eco,1076,3,4,3,2,5,,,,,,,,,,,,neutral or dissatisfied
37224,Female,Loyal Customer,39,Business travel,Business,989,2,2,2,2,4,,,,,,,,,,,,satisfied
20819,Female,Loyal Customer,31,Business travel,Business,534,5,5,5,5,4,,,,,,,,,,,,satisfied
27497,Male,Loyal Customer,50,Business travel,Business,2592,1,5,5,5,2,,,,,,,,,,,,neutral or dissatisfied
77323,Male,Loyal Customer,56,Business travel,Business,588,2,2,2,2,4,,,,,,,,,,,,satisfied
15567,Female,disloyal Customer,32,Business travel,Eco,283,4,0,4,5,5,,,,,,,,,,,,neutral or dissatisfied
69296,Male,Loyal Customer,45,Personal Travel,Eco Plus,733,3,4,3,1,2,,,,,,,,,,,,neutral or dissatisfied
64135,Male,Loyal Customer,43,Business travel,Business,3528,3,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
55642,Female,Loyal Customer,45,Business travel,Business,315,5,5,5,5,2,,,,,,,,,,,,satisfied
92553,Male,Loyal Customer,28,Personal Travel,Eco,1892,1,2,1,3,4,,,,,,,,,,,,neutral or dissatisfied
90312,Male,Loyal Customer,44,Business travel,Business,2139,4,4,4,4,4,,,,,,,,,,,,satisfied
22345,Male,disloyal Customer,25,Business travel,Eco,143,2,0,2,1,2,,,,,,,,,,,,neutral or dissatisfied
54942,Female,Loyal Customer,59,Business travel,Business,3707,2,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
80752,Female,Loyal Customer,32,Personal Travel,Eco,393,3,5,3,3,4,,,,,,,,,,,,neutral or dissatisfied
37848,Male,Loyal Customer,67,Business travel,Business,997,2,2,2,2,1,,,,,,,,,,,,satisfied
426,Female,Loyal Customer,39,Business travel,Business,1770,4,1,1,1,1,,,,,,,,,,,,neutral or dissatisfied
73947,Male,Loyal Customer,38,Business travel,Business,3893,3,3,3,3,4,,,,,,,,,,,,satisfied
117902,Male,Loyal Customer,44,Business travel,Business,3331,3,3,3,3,5,,,,,,,,,,,,satisfied
93943,Male,Loyal Customer,32,Personal Travel,Eco,507,5,4,5,3,2,,,,,,,,,,,,satisfied
119005,Male,Loyal Customer,32,Personal Travel,Eco,459,1,4,1,3,4,,,,,,,,,,,,neutral or dissatisfied
17685,Male,Loyal Customer,42,Business travel,Eco Plus,1039,5,4,4,4,5,,,,,,,,,,,,satisfied
104792,Male,Loyal Customer,39,Business travel,Eco,787,5,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
75992,Female,Loyal Customer,51,Personal Travel,Eco,297,2,4,2,4,4,,,,,,,,,,,,neutral or dissatisfied
2987,Male,Loyal Customer,52,Business travel,Business,3140,5,5,5,5,4,,,,,,,,,,,,satisfied
22997,Male,Loyal Customer,24,Personal Travel,Eco,489,4,5,4,5,3,,,,,,,,,,,,neutral or dissatisfied
78086,Female,Loyal Customer,35,Personal Travel,Eco Plus,332,4,3,4,4,5,,,,,,,,,,,,neutral or dissatisfied
78412,Female,disloyal Customer,39,Business travel,Business,453,5,5,5,2,2,,,,,,,,,,,,satisfied
31976,Female,disloyal Customer,29,Business travel,Business,101,4,4,4,4,4,,,,,,,,,,,,neutral or dissatisfied
75138,Female,disloyal Customer,22,Business travel,Business,755,4,0,4,4,3,,,,,,,,,,,,satisfied
66672,Male,disloyal Customer,37,Business travel,Business,802,2,3,3,3,2,,,,,,,,,,,,neutral or dissatisfied
117826,Male,Loyal Customer,34,Personal Travel,Eco,328,2,2,3,2,5,,,,,,,,,,,,neutral or dissatisfied
498,Female,Loyal Customer,49,Business travel,Business,3603,5,5,5,5,3,,,,,,,,,,,,satisfied
80956,Female,Loyal Customer,46,Business travel,Business,2942,3,3,3,3,4,,,,,,,,,,,,satisfied
27759,Female,Loyal Customer,43,Business travel,Business,1448,4,1,4,4,3,,,,,,,,,,,,satisfied
45285,Male,Loyal Customer,46,Business travel,Business,222,5,5,5,5,3,,,,,,,,,,,,satisfied
72241,Male,Loyal Customer,25,Business travel,Business,3715,4,4,4,4,4,,,,,,,,,,,,satisfied
33946,Female,Loyal Customer,36,Business travel,Business,1951,1,0,0,4,1,,,,,,,,,,,,neutral or dissatisfied
61048,Female,Loyal Customer,38,Business travel,Business,1546,1,1,1,1,5,,,,,,,,,,,,satisfied
6564,Female,Loyal Customer,30,Business travel,Business,607,3,3,2,3,3,,,,,,,,,,,,neutral or dissatisfied
110896,Female,disloyal Customer,21,Business travel,Business,404,3,1,3,3,3,,,,,,,,,,,,neutral or dissatisfied
27367,Female,disloyal Customer,25,Business travel,Eco,1050,4,4,4,1,5,,,,,,,,,,,,satisfied
120050,Male,Loyal Customer,48,Business travel,Business,1884,2,5,5,5,2,,,,,,,,,,,,neutral or dissatisfied
92042,Male,disloyal Customer,49,Business travel,Business,1522,4,5,5,2,3,,,,,,,,,,,,neutral or dissatisfied
97248,Male,Loyal Customer,49,Business travel,Business,2450,2,1,1,1,4,,,,,,,,,,,,neutral or dissatisfied
60305,Male,Loyal Customer,47,Business travel,Business,406,5,5,5,5,3,,,,,,,,,,,,satisfied
115583,Female,Loyal Customer,42,Business travel,Business,3097,2,1,1,1,5,,,,,,,,,,,,neutral or dissatisfied
46678,Female,Loyal Customer,52,Personal Travel,Eco,125,4,1,4,4,5,,,,,,,,,,,,neutral or dissatisfied
93450,Male,Loyal Customer,51,Personal Travel,Eco,671,3,2,3,3,1,,,,,,,,,,,,neutral or dissatisfied
76053,Male,Loyal Customer,42,Business travel,Business,3177,3,3,3,3,4,,,,,,,,,,,,satisfied
117971,Female,Loyal Customer,65,Personal Travel,Eco,365,2,5,2,2,5,,,,,,,,,,,,neutral or dissatisfied
112277,Female,Loyal Customer,70,Personal Travel,Eco,1506,4,5,4,3,2,,,,,,,,,,,,neutral or dissatisfied
61066,Male,Loyal Customer,36,Business travel,Eco,1546,2,5,1,5,2,,,,,,,,,,,,neutral or dissatisfied
80676,Male,Loyal Customer,45,Personal Travel,Eco,821,5,2,4,3,1,,,,,,,,,,,,satisfied
32583,Male,Loyal Customer,31,Business travel,Eco,101,3,5,3,3,3,,,,,,,,,,,,neutral or dissatisfied
102624,Female,Loyal Customer,52,Business travel,Business,3698,5,5,5,5,2,,,,,,,,,,,,satisfied
77184,Female,disloyal Customer,37,Business travel,Business,290,3,3,3,3,2,,,,,,,,,,,,neutral or dissatisfied
21399,Male,Loyal Customer,30,Business travel,Business,331,5,5,5,5,5,,,,,,,,,,,,satisfied
6842,Female,disloyal Customer,25,Business travel,Business,303,5,5,5,3,5,,,,,,,,,,,,satisfied
9706,Male,Loyal Customer,46,Personal Travel,Eco,284,1,4,1,1,5,,,,,,,,,,,,neutral or dissatisfied
29619,Female,disloyal Customer,35,Business travel,Eco,1462,1,1,1,1,3,,,,,,,,,,,,neutral or dissatisfied
79816,Female,disloyal Customer,37,Business travel,Business,1080,3,3,3,5,3,,,,,,,,,,,,neutral or dissatisfied
100311,Male,disloyal Customer,19,Business travel,Eco,971,4,4,4,4,3,,,,,,,,,,,,neutral or dissatisfied
94234,Male,disloyal Customer,37,Business travel,Business,293,2,2,2,5,3,,,,,,,,,,,,neutral or dissatisfied
108915,Male,Loyal Customer,42,Business travel,Business,2583,4,3,3,3,4,,,,,,,,,,,,neutral or dissatisfied
119881,Female,Loyal Customer,27,Personal Travel,Eco,912,2,3,2,4,1,,,,,,,,,,,,neutral or dissatisfied
4778,Female,Loyal Customer,45,Business travel,Business,403,2,2,2,2,2,,,,,,,,,,,,satisfied
72149,Male,Loyal Customer,64,Personal Travel,Eco,731,4,4,4,3,4,,,,,,,,,,,,satisfied
9099,Male,Loyal Customer,41,Business travel,Business,765,5,5,5,5,5,,,,,,,,,,,,satisfied
121137,Female,Loyal Customer,20,Business travel,Business,2370,2,2,2,2,3,,,,,,,,,,,,satisfied
87389,Female,Loyal Customer,55,Business travel,Business,3831,2,2,2,2,2,,,,,,,,,,,,satisfied
24141,Female,Loyal Customer,61,Personal Travel,Business,147,4,5,4,4,2,,,,,,,,,,,,satisfied
66824,Male,Loyal Customer,46,Business travel,Business,3325,3,3,3,3,5,,,,,,,,,,,,satisfied
2551,Male,disloyal Customer,25,Business travel,Eco,304,2,0,2,4,2,,,,,,,,,,,,neutral or dissatisfied
48127,Male,Loyal Customer,57,Business travel,Business,2002,4,4,4,4,5,,,,,,,,,,,,satisfied
85785,Female,Loyal Customer,42,Business travel,Business,666,5,5,2,5,4,,,,,,,,,,,,satisfied
100571,Female,Loyal Customer,46,Business travel,Business,486,1,1,1,1,5,,,,,,,,,,,,satisfied
68674,Female,disloyal Customer,22,Business travel,Business,237,5,4,4,5,5,,,,,,,,,,,,satisfied
113572,Male,Loyal Customer,50,Business travel,Eco,414,3,1,2,2,3,,,,,,,,,,,,neutral or dissatisfied
121476,Male,Loyal Customer,48,Personal Travel,Eco,331,3,4,3,1,1,,,,,,,,,,,,neutral or dissatisfied
81220,Female,Loyal Customer,16,Personal Travel,Eco,1426,1,2,1,3,5,,,,,,,,,,,,neutral or dissatisfied
95164,Male,Loyal Customer,69,Personal Travel,Eco,458,1,4,1,1,5,,,,,,,,,,,,neutral or dissatisfied
114513,Female,Loyal Customer,49,Business travel,Business,3087,0,0,0,2,2,,,,,,,,,,,,satisfied
36799,Male,Loyal Customer,65,Personal Travel,Eco,2704,3,4,4,3,4,,,,,,,,,,,,neutral or dissatisfied
672,Male,Loyal Customer,44,Business travel,Business,2525,4,4,4,4,5,,,,,,,,,,,,satisfied
20145,Male,Loyal Customer,47,Business travel,Business,1740,2,2,2,2,5,,,,,,,,,,,,satisfied
88563,Female,Loyal Customer,16,Personal Travel,Eco,545,3,2,3,2,1,,,,,,,,,,,,neutral or dissatisfied
43934,Male,Loyal Customer,38,Business travel,Eco Plus,114,5,2,5,5,5,,,,,,,,,,,,satisfied
81585,Female,Loyal Customer,41,Business travel,Business,334,2,3,2,2,5,,,,,,,,,,,,satisfied
84433,Female,Loyal Customer,39,Business travel,Business,3284,1,1,1,1,4,,,,,,,,,,,,satisfied
31133,Male,disloyal Customer,19,Business travel,Eco,991,2,2,2,3,2,,,,,,,,,,,,neutral or dissatisfied
62311,Female,Loyal Customer,49,Business travel,Eco,414,1,1,1,1,3,,,,,,,,,,,,neutral or dissatisfied
32890,Male,Loyal Customer,57,Personal Travel,Eco,216,3,4,3,1,3,,,,,,,,,,,,neutral or dissatisfied
101162,Male,Loyal Customer,58,Business travel,Business,2567,4,5,5,5,1,,,,,,,,,,,,neutral or dissatisfied
35709,Female,Loyal Customer,35,Personal Travel,Eco,2465,1,5,2,4,2,,,,,,,,,,,,neutral or dissatisfied
92086,Male,Loyal Customer,12,Business travel,Business,1532,2,2,2,2,5,,,,,,,,,,,,satisfied
63512,Female,Loyal Customer,20,Business travel,Business,2628,4,4,5,4,4,,,,,,,,,,,,satisfied
79886,Male,Loyal Customer,54,Business travel,Business,1735,4,4,1,4,4,,,,,,,,,,,,satisfied
12695,Male,Loyal Customer,40,Business travel,Eco,689,5,1,1,1,5,,,,,,,,,,,,satisfied
96988,Female,Loyal Customer,56,Business travel,Business,883,4,4,4,4,4,,,,,,,,,,,,satisfied
115101,Female,Loyal Customer,46,Business travel,Business,3109,5,5,5,5,5,,,,,,,,,,,,satisfied
45847,Female,Loyal Customer,10,Personal Travel,Eco,391,2,4,2,3,5,,,,,,,,,,,,neutral or dissatisfied
126042,Female,Loyal Customer,41,Business travel,Business,468,2,2,2,2,4,,,,,,,,,,,,satisfied
41104,Male,Loyal Customer,39,Business travel,Eco,140,5,2,4,2,5,,,,,,,,,,,,satisfied
32897,Female,Loyal Customer,15,Personal Travel,Eco,163,5,3,5,3,4,,,,,,,,,,,,satisfied
15158,Female,Loyal Customer,13,Personal Travel,Eco,912,3,5,3,1,5,,,,,,,,,,,,neutral or dissatisfied
60926,Female,Loyal Customer,55,Business travel,Business,1740,1,4,1,1,4,,,,,,,,,,,,satisfied
125474,Male,Loyal Customer,36,Personal Travel,Eco,2860,3,4,3,4,5,,,,,,,,,,,,neutral or dissatisfied
42535,Male,Loyal Customer,39,Personal Travel,Business,1091,4,2,4,3,2,,,,,,,,,,,,neutral or dissatisfied
28884,Female,Loyal Customer,21,Business travel,Business,954,2,3,3,3,2,,,,,,,,,,,,neutral or dissatisfied
98023,Female,disloyal Customer,23,Business travel,Eco,1014,4,3,3,3,5,,,,,,,,,,,,neutral or dissatisfied
9840,Female,Loyal Customer,39,Business travel,Business,717,5,5,5,5,5,,,,,,,,,,,,satisfied
125166,Male,Loyal Customer,32,Business travel,Business,1681,4,3,3,3,4,,,,,,,,,,,,neutral or dissatisfied
47851,Male,disloyal Customer,24,Business travel,Eco,329,1,5,1,5,3,,,,,,,,,,,,neutral or dissatisfied
59301,Female,Loyal Customer,42,Business travel,Business,2367,3,3,3,3,3,,,,,,,,,,,,satisfied
61145,Female,disloyal Customer,30,Business travel,Business,853,3,3,3,4,4,,,,,,,,,,,,neutral or dissatisfied
15130,Male,Loyal Customer,42,Business travel,Business,1678,5,5,5,5,3,,,,,,,,,,,,satisfied
100060,Female,Loyal Customer,66,Personal Travel,Eco,220,2,0,0,4,5,,,,,,,,,,,,neutral or dissatisfied
18230,Male,Loyal Customer,37,Business travel,Business,346,1,2,2,2,3,,,,,,,,,,,,neutral or dissatisfied
67883,Female,Loyal Customer,34,Personal Travel,Eco,1242,4,5,4,5,2,,,,,,,,,,,,neutral or dissatisfied
110905,Male,Loyal Customer,22,Business travel,Eco,581,3,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
104361,Male,Loyal Customer,42,Business travel,Business,452,4,4,4,4,3,,,,,,,,,,,,satisfied
51428,Female,Loyal Customer,35,Personal Travel,Eco Plus,337,3,4,3,4,5,,,,,,,,,,,,neutral or dissatisfied
15069,Female,Loyal Customer,45,Business travel,Eco Plus,576,4,2,2,2,3,,,,,,,,,,,,satisfied
27324,Male,Loyal Customer,24,Business travel,Business,3782,5,5,5,5,3,,,,,,,,,,,,satisfied
51187,Male,Loyal Customer,35,Business travel,Eco Plus,153,1,5,5,5,1,,,,,,,,,,,,neutral or dissatisfied
97446,Female,Loyal Customer,39,Business travel,Business,670,1,1,1,1,2,,,,,,,,,,,,satisfied
111073,Male,Loyal Customer,52,Personal Travel,Eco,197,3,5,3,3,5,,,,,,,,,,,,neutral or dissatisfied
112270,Male,disloyal Customer,8,Business travel,Eco,1036,3,3,3,1,5,,,,,,,,,,,,neutral or dissatisfied
55133,Male,Loyal Customer,27,Personal Travel,Eco,1379,1,5,1,4,3,,,,,,,,,,,,neutral or dissatisfied
110050,Male,Loyal Customer,13,Personal Travel,Eco,1984,4,2,4,4,1,,,,,,,,,,,,satisfied
100194,Female,Loyal Customer,44,Personal Travel,Eco,725,4,2,4,4,3,,,,,,,,,,,,neutral or dissatisfied
111890,Male,disloyal Customer,67,Business travel,Business,228,4,4,4,2,1,,,,,,,,,,,,satisfied
87434,Male,Loyal Customer,46,Business travel,Business,2263,1,1,1,1,4,,,,,,,,,,,,satisfied
119723,Female,Loyal Customer,47,Business travel,Business,3251,4,4,4,4,4,,,,,,,,,,,,satisfied
89259,Female,Loyal Customer,57,Business travel,Business,453,2,2,2,2,3,,,,,,,,,,,,satisfied
113657,Female,Loyal Customer,25,Personal Travel,Eco,391,5,4,5,3,4,,,,,,,,,,,,satisfied
34506,Female,Loyal Customer,31,Business travel,Business,1521,5,5,5,5,4,,,,,,,,,,,,satisfied
81516,Male,Loyal Customer,39,Business travel,Business,2895,4,4,4,4,3,,,,,,,,,,,,satisfied
89933,Female,disloyal Customer,63,Business travel,Eco,906,1,2,2,3,2,,,,,,,,,,,,neutral or dissatisfied
79894,Female,disloyal Customer,20,Business travel,Eco,1096,2,3,3,2,4,,,,,,,,,,,,neutral or dissatisfied
25001,Female,Loyal Customer,24,Personal Travel,Eco,484,3,0,3,5,3,,,,,,,,,,,,neutral or dissatisfied
86219,Female,Loyal Customer,33,Business travel,Eco,306,3,4,4,4,3,,,,,,,,,,,,neutral or dissatisfied
10444,Female,Loyal Customer,52,Business travel,Business,396,5,5,5,5,5,,,,,,,,,,,,satisfied
120365,Female,Loyal Customer,47,Business travel,Business,2836,5,5,5,5,3,,,,,,,,,,,,satisfied
129647,Male,Loyal Customer,64,Business travel,Eco,337,2,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
57807,Male,disloyal Customer,39,Business travel,Eco,835,4,4,4,3,1,,,,,,,,,,,,satisfied
5501,Male,Loyal Customer,23,Business travel,Business,548,4,4,4,4,5,,,,,,,,,,,,satisfied
112692,Female,Loyal Customer,44,Business travel,Eco,605,2,2,2,2,4,,,,,,,,,,,,neutral or dissatisfied
44856,Female,disloyal Customer,25,Business travel,Eco,585,2,2,2,4,2,,,,,,,,,,,,neutral or dissatisfied
64281,Male,Loyal Customer,48,Business travel,Business,2722,1,1,1,1,3,,,,,,,,,,,,satisfied
113972,Female,disloyal Customer,25,Business travel,Eco,1463,1,1,1,3,1,,,,,,,,,,,,neutral or dissatisfied
3958,Female,Loyal Customer,60,Personal Travel,Eco,764,1,2,0,2,3,,,,,,,,,,,,neutral or dissatisfied
116056,Female,Loyal Customer,19,Personal Travel,Eco,337,4,5,4,4,2,,,,,,,,,,,,satisfied
47596,Female,disloyal Customer,30,Business travel,Eco,1211,2,2,2,1,2,,,,,,,,,,,,neutral or dissatisfied
128038,Female,Loyal Customer,41,Personal Travel,Eco,1440,5,5,5,1,3,,,,,,,,,,,,satisfied
2532,Male,Loyal Customer,44,Business travel,Business,304,5,5,5,5,3,,,,,,,,,,,,satisfied
119338,Female,Loyal Customer,8,Personal Travel,Eco,214,3,0,3,3,2,,,,,,,,,,,,neutral or dissatisfied
117130,Female,Loyal Customer,60,Personal Travel,Eco,370,1,4,1,3,4,,,,,,,,,,,,neutral or dissatisfied
83342,Male,Loyal Customer,35,Business travel,Business,187,2,5,5,5,4,,,,,,,,,,,,neutral or dissatisfied
86597,Male,disloyal Customer,22,Business travel,Business,746,3,2,3,3,3,,,,,,,,,,,,neutral or dissatisfied
124974,Male,Loyal Customer,48,Business travel,Business,184,5,5,5,5,3,,,,,,,,,,,,satisfied
83030,Female,Loyal Customer,43,Business travel,Business,2868,2,2,2,2,5,,,,,,,,,,,,satisfied
14196,Male,disloyal Customer,22,Business travel,Eco,620,2,0,3,2,1,,,,,,,,,,,,neutral or dissatisfied
71819,Female,disloyal Customer,28,Business travel,Business,1723,1,1,1,2,3,,,,,,,,,,,,neutral or dissatisfied
55915,Female,Loyal Customer,34,Personal Travel,Eco,733,2,3,3,3,1,,,,,,,,,,,,neutral or dissatisfied
93157,Male,Loyal Customer,52,Business travel,Business,3984,2,2,2,2,1,,,,,,,,,,,,satisfied
125162,Female,Loyal Customer,47,Business travel,Business,2518,5,5,5,5,2,,,,,,,,,,,,satisfied
77043,Male,Loyal Customer,47,Business travel,Business,3829,1,1,1,1,5,,,,,,,,,,,,satisfied
6023,Male,Loyal Customer,53,Business travel,Eco,690,1,0,0,3,3,,,,,,,,,,,,neutral or dissatisfied
33357,Female,Loyal Customer,45,Business travel,Eco,2409,2,4,1,1,3,,,,,,,,,,,,neutral or dissatisfied
32439,Male,Loyal Customer,31,Business travel,Business,3326,0,4,0,1,1,,,,,,,,,,,,satisfied
92318,Female,disloyal Customer,48,Business travel,Business,1222,4,4,4,4,4,,,,,,,,,,,,satisfied
19316,Male,Loyal Customer,44,Business travel,Eco,743,5,4,4,4,5,,,,,,,,,,,,satisfied
77285,Male,Loyal Customer,43,Business travel,Business,3538,1,1,3,1,2,,,,,,,,,,,,satisfied
40216,Female,disloyal Customer,21,Business travel,Business,358,2,2,2,3,3,,,,,,,,,,,,neutral or dissatisfied
100265,Female,Loyal Customer,40,Business travel,Business,2837,2,2,2,2,3,,,,,,,,,,,,satisfied
7339,Female,Loyal Customer,35,Business travel,Business,2644,4,4,5,4,2,,,,,,,,,,,,satisfied
80350,Male,Loyal Customer,56,Personal Travel,Business,422,2,2,2,3,2,,,,,,,,,,,,neutral or dissatisfied
105350,Female,Loyal Customer,11,Personal Travel,Eco,528,4,4,4,1,4,,,,,,,,,,,,neutral or dissatisfied
86983,Male,Loyal Customer,18,Business travel,Eco,907,2,1,1,1,2,,,,,,,,,,,,neutral or dissatisfied
64826,Female,Loyal Customer,33,Business travel,Business,3088,2,1,5,5,3,,,,,,,,,,,,neutral or dissatisfied
77053,Female,Loyal Customer,52,Personal Travel,Eco,1156,1,4,1,4,2,,,,,,,,,,,,neutral or dissatisfied
125797,Male,Loyal Customer,49,Business travel,Business,2491,2,2,2,2,5,,,,,,,,,,,,satisfied
113954,Male,disloyal Customer,36,Business travel,Business,1706,2,2,2,5,4,,,,,,,,,,,,neutral or dissatisfied
52586,Female,Loyal Customer,37,Business travel,Eco,160,5,5,5,5,5,,,,,,,,,,,,satisfied
82771,Male,Loyal Customer,69,Business travel,Eco Plus,409,3,2,4,2,3,,,,,,,,,,,,neutral or dissatisfied
64573,Female,Loyal Customer,57,Business travel,Business,247,3,5,3,3,5,,,,,,,,,,,,satisfied
65583,Male,Loyal Customer,46,Business travel,Business,237,0,0,0,3,2,,,,,,,,,,,,satisfied
2603,Male,Loyal Customer,43,Personal Travel,Eco,280,2,5,2,3,3,,,,,,,,,,,,neutral or dissatisfied
76521,Female,Loyal Customer,46,Business travel,Business,3281,3,3,5,3,4,,,,,,,,,,,,satisfied
43154,Male,Loyal Customer,47,Business travel,Eco,1368,5,5,2,5,5,,,,,,,,,,,,satisfied
90920,Female,Loyal Customer,44,Business travel,Eco,246,5,5,5,5,3,,,,,,,,,,,,satisfied
45061,Male,Loyal Customer,37,Business travel,Business,3210,1,1,1,1,1,,,,,,,,,,,,satisfied
96048,Male,disloyal Customer,11,Business travel,Business,1069,3,1,4,4,2,,,,,,,,,,,,neutral or dissatisfied
114226,Male,Loyal Customer,36,Business travel,Business,862,2,2,2,2,3,,,,,,,,,,,,satisfied
90970,Male,disloyal Customer,59,Business travel,Eco,404,2,2,2,3,2,,,,,,,,,,,,neutral or dissatisfied
63537,Male,Loyal Customer,69,Business travel,Business,609,3,4,4,4,1,,,,,,,,,,,,neutral or dissatisfied
41884,Female,disloyal Customer,39,Business travel,Business,1117,5,4,4,3,5,,,,,,,,,,,,satisfied
121766,Female,Loyal Customer,59,Business travel,Business,2649,5,5,5,5,4,,,,,,,,,,,,satisfied
10789,Female,Loyal Customer,55,Business travel,Business,3953,4,5,5,5,3,,,,,,,,,,,,neutral or dissatisfied
91884,Male,Loyal Customer,55,Business travel,Business,2475,5,5,5,5,4,,,,,,,,,,,,satisfied
15166,Male,Loyal Customer,22,Business travel,Eco,416,5,3,1,3,5,,,,,,,,,,,,satisfied
31305,Female,Loyal Customer,44,Business travel,Eco,680,3,5,1,5,3,,,,,,,,,,,,satisfied
95642,Female,Loyal Customer,22,Personal Travel,Eco Plus,484,4,5,4,3,4,,,,,,,,,,,,satisfied
28216,Male,Loyal Customer,57,Business travel,Eco Plus,933,5,5,5,5,5,,,,,,,,,,,,satisfied
66960,Female,Loyal Customer,40,Business travel,Business,2139,4,4,4,4,5,,,,,,,,,,,,satisfied
47535,Male,Loyal Customer,14,Personal Travel,Eco,599,4,5,4,5,3,,,,,,,,,,,,neutral or dissatisfied
25363,Male,Loyal Customer,33,Business travel,Business,2292,5,5,5,5,3,,,,,,,,,,,,satisfied
80408,Male,Loyal Customer,63,Personal Travel,Eco,1416,3,3,2,3,2,,,,,,,,,,,,neutral or dissatisfied
62764,Male,Loyal Customer,41,Business travel,Business,2367,3,3,1,3,5,,,,,,,,,,,,satisfied
80259,Male,Loyal Customer,49,Business travel,Eco,469,5,4,4,4,5,,,,,,,,,,,,satisfied
59688,Female,Loyal Customer,47,Personal Travel,Eco,854,2,5,2,3,4,,,,,,,,,,,,neutral or dissatisfied
11213,Female,Loyal Customer,22,Personal Travel,Eco,312,3,2,4,3,1,,,,,,,,,,,,neutral or dissatisfied
105828,Female,Loyal Customer,57,Personal Travel,Eco,842,3,4,3,3,1,,,,,,,,,,,,neutral or dissatisfied
115554,Male,Loyal Customer,74,Business travel,Business,308,0,0,0,2,2,,,,,,,,,,,,satisfied
48500,Female,Loyal Customer,24,Business travel,Business,3795,3,3,3,3,5,,,,,,,,,,,,satisfied
55185,Female,Loyal Customer,11,Business travel,Eco Plus,1635,2,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
83809,Female,Loyal Customer,50,Business travel,Business,3354,4,4,3,4,4,,,,,,,,,,,,satisfied
30949,Male,Loyal Customer,23,Business travel,Eco,1024,4,2,2,2,4,,,,,,,,,,,,neutral or dissatisfied
117693,Female,Loyal Customer,19,Personal Travel,Eco,2075,3,1,3,3,3,,,,,,,,,,,,neutral or dissatisfied
16483,Male,Loyal Customer,57,Business travel,Business,2355,1,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
31334,Male,Loyal Customer,38,Business travel,Eco,1062,5,1,1,1,5,,,,,,,,,,,,satisfied
2958,Male,Loyal Customer,49,Business travel,Business,2857,3,5,5,5,2,,,,,,,,,,,,neutral or dissatisfied
21293,Male,Loyal Customer,54,Business travel,Business,692,2,2,2,2,1,,,,,,,,,,,,neutral or dissatisfied
14297,Female,disloyal Customer,34,Business travel,Eco,429,3,1,3,3,2,,,,,,,,,,,,neutral or dissatisfied
51450,Female,Loyal Customer,52,Personal Travel,Eco Plus,373,4,1,4,3,4,,,,,,,,,,,,neutral or dissatisfied
60301,Male,Loyal Customer,50,Business travel,Business,2436,4,4,4,4,1,,,,,,,,,,,,neutral or dissatisfied
43256,Female,Loyal Customer,53,Business travel,Business,3047,4,4,4,4,4,,,,,,,,,,,,satisfied
60036,Male,Loyal Customer,48,Business travel,Business,1564,5,5,5,5,4,,,,,,,,,,,,satisfied
89758,Female,Loyal Customer,66,Personal Travel,Eco,1089,2,3,2,3,2,,,,,,,,,,,,neutral or dissatisfied
82683,Female,Loyal Customer,51,Business travel,Eco,632,3,2,2,2,4,,,,,,,,,,,,neutral or dissatisfied
125341,Female,Loyal Customer,33,Business travel,Business,2668,1,5,2,2,5,,,,,,,,,,,,neutral or dissatisfied
64862,Female,Loyal Customer,54,Business travel,Business,247,1,5,5,5,5,,,,,,,,,,,,neutral or dissatisfied
113087,Female,Loyal Customer,49,Business travel,Eco,543,2,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
96667,Male,Loyal Customer,60,Personal Travel,Eco,937,3,5,3,2,1,,,,,,,,,,,,neutral or dissatisfied
16046,Male,Loyal Customer,44,Business travel,Eco,833,4,2,2,2,4,,,,,,,,,,,,neutral or dissatisfied
8486,Female,Loyal Customer,44,Business travel,Business,3390,2,2,2,2,5,,,,,,,,,,,,satisfied
23683,Female,Loyal Customer,35,Business travel,Business,251,1,1,1,1,5,,,,,,,,,,,,satisfied
62857,Male,Loyal Customer,42,Business travel,Business,2446,1,1,1,1,3,,,,,,,,,,,,satisfied
24013,Male,disloyal Customer,39,Business travel,Eco,427,2,0,2,3,4,,,,,,,,,,,,neutral or dissatisfied
29255,Male,Loyal Customer,34,Business travel,Business,1907,1,1,5,1,4,,,,,,,,,,,,satisfied
